"","QC1_sd1","QC2_sd1","QC3_sd1","QC4_sd1","QC5_sd1","QC6_sd1","QC7_sd1","QC8_sd1","conc1_sd1","conc2_sd1","conc3_sd1","conc4_sd1","conc5_sd1","conc6_sd1","conc7_sd1","conc8_sd1","conc9_sd1","conc10_sd1","GPP_sd1","NPP_sd1","Reco_sd1","NEE_sd1","Rh_sd1","Ra_sd1","Rleaf_sd1","Rstem_sd1","Rroot_sd1","Rh4_sd1","Rh5_sd1","Rh6_sd1","Rh7_sd1","Rh8_sd1","QCt1_sd1","QCt2_sd1","QCt3_sd1","QCt4_sd1","QCt5_sd1","QCt6_sd1","QCt7_sd1","QCt8_sd1","QCt8_sd1.1","QCt9_sd1","simuCH4_sd1","prod_sd1","oxid_sd1","diff_sd1"
"72",18.2763060064349,1.36924673727065,5.79033606181871,11.9645238790149,8.71659409178509,19.2422188814371,91.3292968654195,32.9856416528268,0.00026627161756976,0.0335314736435499,-0.07218968808216,-0.00288212813042987,0.078895029983919,-0.01368068942672,-0.013857433654037,-0.0144427850698441,-0.0154053410878831,-0.015994283198701,37.7502043941598,23.1896078956216,51.4026240638872,62.652299212313,56.7194086704255,40.026211445417,41.4101089591884,5.88187449496068,9.71918223015998,21.3646798256934,3.65564847108097,31.0580469716372,28.7381964981439,8.4641717207935,23.251424169478,0.657907920881313,10.4053656486522,38.643198161455,8.79194273144632,47.5540242968664,104.850396051601,16.5685328612897,16.5685328612897,2.41777858666444,13.0095673346224,18.5336345522183,3.10609542345923,6.90384374940809
"84",10.3344907500186,1.10641308459411,4.353404058387,4.2535532721341,7.8495662778603,4.216741570137,83.301628530277,32.9875723247318,-0.00061724952640524,0.01935892903362,0.13206368626405,0.0973409834510799,0.065851803823497,0.020842112681431,0.0112873909867179,0.00934128519167299,0.00834124424388205,0.00706041149429304,37.6339278427011,28.8370992470671,52.9068866098198,63.9430928374624,56.7427392167909,44.1213714550969,46.2092796858877,6.39601938448917,10.9353666284387,19.0481570674461,3.37684629642277,29.9589631439306,28.8887589813512,8.51937166139615,19.6929989400193,1.20487520962366,9.65156695102968,32.96653922923,7.93036128878967,48.8877508239164,103.033609592653,16.3188540937118,16.3188540937118,2.18084656799359,9.44716015241243,14.9196149435776,3.86248609174843,4.25976103934392
"96",4.8923171438463,0.280985880351921,4.6134375461623,2.4076673934582,7.0354539153306,1.424407889083,80.975731223444,31.192375618813,0.000859943640368211,0.04498535826015,0.00185489384983994,-0.00237879574399003,0.0100965607422591,0.013747720342701,0.010257608228438,0.00908805370587207,0.00885733207092598,0.00867025129547294,40.8446925905647,20.9461842839279,54.2297164351759,64.6111734842679,55.8484386443155,43.4572380284384,43.3064221194766,5.2679107980387,11.2789307293263,18.1622157392038,2.99863549141189,29.3537450177269,27.3872601154545,8.1158878965413,17.354956832452,1.20786715018773,8.61526463733859,30.6557050100227,7.11919741034028,49.7367769239989,98.6430825450445,15.7003957742029,15.7003957742029,1.95776988481758,10.6276007358976,15.9438499036812,3.32246023569156,5.39251218193834
"721",6.5641950431115,3.09586466883966,5.6826907283978,22.1380204838608,8.20054218665335,29.795550188267,125.604854526699,45.0082112368428,-0.00294160883135736,0.00652227140121209,0.12097050325701,0.14755378347566,0.16087226000585,0.02969343268694,0.026581157822085,0.0242418392264959,0.024191786679978,0.024097517428187,57.2017809088772,30.4593928541489,80.1078043490713,100.659784956155,79.4575694921174,68.3938369559125,70.8734089561631,26.9292237851395,19.4952639412947,25.4687697220249,3.5605147666645,37.8150700600954,41.7147644108514,5.66841592548666,14.9003515933837,1.51015652288054,13.393444855706,44.9910919631734,8.18823986947791,69.2944741969674,144.853985192788,10.9162730582306,10.9162730582306,2.25177066487752,11.1754322894173,17.7374448095126,2.65079704600017,3.72263755445841
"841",1.4800605990622,2.73322030968058,3.910201599955,11.27956703793,6.8594002554444,10.762433151197,109.567465642867,41.30179409389,0.00014678460948115,0.00481196953399099,0.00795432639261984,0.00813191635001997,0.01330996353418,0.032499989150567,0.031144816722412,0.0308821638281011,0.0305420203096209,0.029973779421809,54.0429824657216,31.77259074736,78.6494722823439,95.7836803833382,72.600138411343,71.9609361501458,73.1609085642799,27.4068951834434,22.9420857256076,21.275214826294,2.97536694558045,34.3177279700763,37.3051301454537,5.06813702255784,14.4137682288597,2.02457046301654,11.8822988475604,35.6684051548464,6.78000266794039,62.2808816882497,128.789020513682,9.66183260639418,9.66183260639418,1.86450560863041,8.39134340817057,14.1255496322742,2.90436018234272,2.3698630584838
"961",-1.3728790299739,4.15459107802294,0.779792482652599,7.323672278752,5.857096511912,6.01835283488398,93.361220710752,34.458727258439,-0.00045389106122373,-0.077257636257289,-0.0137606143912699,0.0268667157023401,0.0332361382328299,0.0327487383989931,0.031699846237275,0.0335814363836809,0.0347755776383532,0.0357350430797341,56.9263769093904,31.7690152120851,74.5861598446817,88.2825477024157,64.8870881479581,61.0585080443861,59.5027991007112,21.3427512763607,21.1597185666498,19.2863527407549,2.47087872409834,30.9100302914732,31.9956898082552,4.37419502198663,14.1006703446608,2.66990814559247,9.6265772231367,31.7782894893714,5.62722690683769,56.4129485749001,110.431959957942,8.33393631298778,8.33393631298778,1.54749140257447,7.3524898209757,11.8294681928231,2.10982520943924,2.33425580103276
"722",14.6862883255583,4.83486752140026,4.5835859259784,9.9169082922262,5.50559463778797,54.13403656556,141.068349157682,59.4309239255141,0.00392372792614948,0.28187729009877,0.21073481568106,0.10215119586206,-0.0140521002604002,0.00595700217476991,-0.00562695749927999,-0.01018096432275,-0.01321770958733,-0.01566630008772,68.9765371332468,52.7285048214096,79.4449381493734,107.136405122006,85.2935029439597,38.2142868147105,30.2861330036655,6.94152734255231,13.4168072198752,25.1801962097819,2.41655864303838,54.5999762478451,50.8543137516406,13.3294772598551,21.4365125038644,0.862741896062595,14.7283736007623,39.0647019361618,5.43776951925273,79.2221143654571,172.497797657664,25.2653290712708,25.2653290712708,1.49538930219984,20.2355932507384,31.2939944160069,5.99275711148016,8.75196908141227
"842",10.3531745180435,4.56070110107034,3.9506578638222,5.82200565048561,4.8250098731755,21.424526467941,124.718381316447,56.112047104263,-0.00207472559436969,0.05199551555254,0.0902790214402298,0.11134129966124,0.15121710270192,0.32143238713158,0.33162468966548,0.12037734231824,0.07783771561506,0.0682671607054299,73.8362514056748,41.1458962574918,90.9780445043037,104.440102759159,88.8206200423181,41.757411717739,35.1991126903993,7.05142331352934,12.3734536442135,24.3974294836114,2.12860536884385,50.5357184269449,48.4638739339696,12.2064509679857,17.9789717026348,1.7950386377585,15.6576812480336,36.4444628291269,4.75312831292961,79.9892192647202,164.903639418691,22.8362558554969,22.8362558554969,1.30712273665217,13.8415381269007,23.8349395410958,6.6352077083437,4.20313493786419
"962",6.3031829087989,2.1737339929754,3.2731446532544,5.52531409915669,4.4315370134692,10.989833240194,106.392708663873,50.406086494109,0.00277712966283074,-0.0205932010685999,0.0259543303806202,0.02766348587495,-0.0138229977473801,-0.15748680211847,-0.22021909374874,-0.01130621077434,0.02783210486459,0.03344522390062,74.7379755514575,39.6395446996692,77.305086718535,94.6349831595749,72.948771231479,42.7271872528081,36.547189234415,6.54916367207859,10.9259567693653,23.7297446659193,1.89466346890633,44.0791141840681,40.7862016247381,10.9959609688649,17.2096930842662,1.47900011232926,13.8691826409048,34.3446671024275,4.2353438539459,67.6005128100718,138.105290211271,20.6195122190373,20.6195122190373,1.16471903003552,13.6613479878331,22.4388718956354,6.34816318995439,5.04455678001404
"723",14.9193924025349,1.42082284345007,6.6138917746617,16.2731042859948,10.6205139708993,42.624754495853,139.629767107404,49.6618577174872,0.01131112888866,-0.566402397766977,-0.04619337844487,-0.0205541931292099,-0.0294609091615299,0.0101853801979701,0.01134936736725,0.0101678640752001,0.00831743817609021,0.00659951939016001,54.3782215337883,24.1376650796748,79.679655919358,85.2416830704798,75.4619201693752,59.6374680234831,62.2017551360403,18.9134060996365,15.7754752377201,23.537548599905,4.56917067315855,33.9562741674473,46.4243330563424,7.53321554767641,20.2939603080356,0.606391848021815,10.7183055005925,38.0636556296603,10.7197957045065,71.5135740624338,163.464539485568,14.4081739049029,14.4081739049029,2.94794760493384,18.7929372842547,31.6625111501929,9.07297899243366,3.72217491877551
"843",8.2629715695475,1.10977963405075,4.5244871165741,14.892166111166,8.2200886407734,17.187492180583,114.568826225222,45.8839176555973,-0.0044033148003765,0.329403792526579,0.1153968529138,0.0869249935497101,0.08054036185507,0.06923142776828,0.0507981631021401,0.0454099927359899,0.04565131786525,0.0454201286326399,53.9401388436113,28.9959843969344,76.6810781356271,85.9213815568065,70.7868301663236,62.1165194422315,66.6448944830596,20.2871172340001,17.6924614365025,22.2850973493396,3.58576278835486,31.7169282727133,40.3922997599743,6.61512979665929,16.8618998067085,0.987793703357198,10.0154838572418,33.6541343116157,8.32308060889708,65.7899500332461,141.722767221728,12.5277979968633,12.5277979968633,2.28884516815038,14.3261177214755,24.1953138462073,7.22340139227389,1.98922803081419
"963",4.3182263961475,0.81095516758973,3.3390454076288,11.723615846318,7.2400797337396,10.939601681223,104.529796227726,44.377325100637,-0.00750951611792148,0.504390024117159,0.10536777437978,0.0228769484615901,0.0183883183514899,0.0414778331343899,0.0353898428342798,0.03329873390875,0.0317943464952499,0.0301133105378901,55.8347476206416,28.0563858530852,80.9454109824367,91.1719040459705,71.5519248302602,64.6516203915019,68.3851903044113,20.4743637684795,17.4698652306061,23.4200706924134,3.15462260447496,32.6905522972871,37.8218773957663,6.25055498471677,14.2193753588156,1.12592911412133,8.49024382539459,35.1082504846044,7.36514018325689,67.3432065004125,132.845805882363,11.88847156633,11.88847156633,2.02541336416588,14.9411089637159,25.8207199666288,7.84737308731144,3.2473041851074
"724",3.88546658288272,27.0324843685194,-4.1153021847153,8.5806501524297,10.2382739710444,55.884286903581,183.371799184481,72.6408159290727,0.0192605534807161,-0.853128322130091,-0.10368475541455,-0.0111326585563198,-0.000654621356110052,0.0328810015800001,0.0481006273215399,0.0471724765208901,0.0393353224833999,0.03327788798912,64.4968779256695,38.6866280074656,106.469879824974,123.162892261124,109.928927210948,36.421754585497,31.1221033860681,19.2872544655333,25.4443686146311,25.3301949215572,4.13334450073253,62.3193965030275,66.8037455525388,9.74097241487137,12.0861041197298,4.40948101176169,32.8378887492931,49.5110027997774,9.95811424739481,105.744259505553,239.028001026701,19.1699598597759,19.1699598597759,2.73847768787557,27.2834908716826,40.9115997068741,12.9289668192553,9.40043754412394
"844",1.7576388272131,20.2640850465523,0.389547730537601,8.8589899505525,9.3629152666716,18.900705390304,151.503991622608,65.445239612868,-0.0008377812041463,5.72877549396e-05,0.25388732413775,0.0222430235834399,0.03186159918753,0.04525790779848,0.0142145353282201,0.01089862438752,0.0174192747317701,0.0219046507107699,69.7835770189515,44.0010562820186,97.6954942131458,112.836170282632,97.3341690926904,37.4957158937889,31.4567610977241,19.4208740368837,25.5794011670469,24.1207412968998,3.29111038484579,54.3794451651484,58.1059102415824,8.59277667273363,16.7964228057971,9.10468286693459,34.6014559070214,46.1852055181875,7.55239096447271,94.8331450085555,203.804311577922,16.1162317536988,16.1162317536988,2.07690681383871,14.9835576349899,24.3259912038914,14.3716874030943,5.1301349912095
"964",0.950726294155599,11.3521279625197,2.0074733925424,3.9096357303341,11.0680659759213,8.52420412446898,144.361563078691,66.644298591672,-0.0193669365739841,0.693993526305245,-0.0623395779915601,0.0989129797278601,0.0748405814702,0.0699216102062099,0.05014357071024,0.0435301552552099,0.0418677545774,0.04053241960317,74.5350824140973,49.2909627407256,105.564060637585,119.601620540708,104.035249557645,38.2609332847919,31.5957063366507,17.3871285794029,22.9458728158887,27.3120173663298,3.21031112704075,58.0661392919881,57.8678768347622,8.63572012957144,19.7544488320727,12.3683422224281,36.3232449939946,56.1716388611762,7.52146738660726,102.979737454408,205.478504763579,16.5507552903694,16.5507552903694,2.06839905109785,19.3454564136522,31.04361702408,13.1351681141251,7.44676870872097
"725",3.62439700679568,12.0875375341469,1.0626438778359,15.3309438478131,12.4472979370806,50.264244988321,159.815061266949,64.350269226004,0.130993520414009,-0.8852608086629,-0.15377626400427,-0.07973535461182,-0.02375484008679,0.0261543341260102,0.02919003741054,0.03120485022971,0.0302429163118301,0.0297660855842499,52.965713764438,38.2483870532688,103.579757673838,111.292099443245,102.329641822507,29.9148960103002,26.813541003927,10.3899579903121,14.8146543224334,25.2588760187726,4.80947440137267,55.4938908940942,52.4743800328834,10.9476675941639,10.7377224487847,0.981082450084535,16.1754331222854,51.18992641847,12.8782241971987,101.213329793415,206.457286444252,24.0888242946603,24.0888242946603,3.54151428440488,37.9104762831794,46.3860878229662,5.20395082561123,16.7420011481408
"845",1.6839784161669,10.0804407749296,2.4910627585731,10.7876210144402,8.5188420779064,16.96028157985,133.943640442765,58.16272316528,-0.0679188894711705,-0.275298730689188,-0.0335770992378199,-0.0663733374045901,0.00667307309185006,-0.00404878102837003,-0.03829630577673,-0.04940224039147,-0.0465086420529501,-0.04402684232622,55.504962012119,41.0344010362739,96.4758698348135,102.364782760812,92.9440983778756,29.8576162741927,26.5079182579981,10.6339466781681,15.0308314012653,23.2208788323205,3.67914253124739,51.1797466047229,46.7209264526075,9.97339339665753,13.8501871983201,2.35158343005694,17.0191360139695,42.9998618329837,9.05239638930605,91.1957932314618,177.282638716257,20.0551037132316,20.0551037132316,2.4894051437475,25.5569208113582,28.2680906369713,10.6009166190699,19.1399543978397
"965",0.5422754445514,8.9427602138664,1.0632782728518,7.25090234829301,7.7771259876889,9.41331139738702,122.244554519564,57.886963589451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.6731804697112,39.4206827057958,NA,NA,NA,30.7516762289427,25.9948009192036,11.2726491757813,16.2653952684891,NA,NA,NA,NA,NA,15.7311248195554,3.55294569116234,18.8803146325275,53.5978733506467,8.42554720835993,100.85195657482,175.846019893558,20.2656079138717,20.2656079138717,2.31702261172691,NA,34.2590913590948,NA,NA
