"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","QCt9_mean1","QCt10_mean1","NPPL_mean1","NPPR_mean1","NPPS_mean1","add_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.462,0,14.295937,13.833897,14.024973,0.271,0.2215,0.0071,0.0424,3.802848,0.290324,6.28951,3.336376,0.305921,149.4501,85.0757,180.2367,295.5945,265.9538,464.2734,82151.7969,72477.2188,12.2911,1.91,7.587,8.7739,0.6698,10.8835,11.5467,0.5775,0.1842,5.0098,0,0,0,0,0.384255,0.82,0.151413,0.121904,0.130188,0.132155,0.008654,1.874665,4.046894,6.005781,7.187962,7.732656,7.83832,7.8992,7.9632,8.0288
"2",4.3426,0.0034,14.048545,9.705912,13.962475,0.0861,0.0692,0.0025,0.0144,3.895644,0.287843,6.194125,3.283753,0.301113,138.0947,83.2138,172.9795,305.4895,266.8719,464.6192,82146.1719,72477.2188,11.3571,1.8623,7.2584,9.0029,0.6652,10.7358,11.383,0.5693,0.1829,5.1345,0,0,0,0,0.427099,0.8118,0.118407,0.16379,0.127599,0.135704,0.009633,1.908784,4.112953,5.987788,7.271876,7.85015,7.948935,8.0037,8.0619,8.1218
"3",11.0207,0,14.232337,3.211621,14.03366,0.1987,0.1597,0.0058,0.0332,4.006081,0.288268,6.171185,3.268394,0.299728,127.6006,81.4102,166.081,313.9437,267.7425,465.1132,82140.5469,72477.2188,10.4941,1.8037,6.8985,9.2068,0.6625,10.6371,11.2673,0.5636,0.1822,5.2459,0,0,0,0,0.45374,0.7662,0.148854,0.105612,0.210781,0.137357,0.006246,1.954289,4.185994,5.938554,7.284381,7.912908,8.018291,8.074688,8.1325,8.1914
"4",30.8986,1.4049,22.988941,-7.909636,16.076051,6.9129,5.7397,0.2782,0.8949,4.714108,0.331968,6.992616,3.698182,0.339166,118.5957,79.7559,159.9052,319.571,268.4881,465.9107,82133.5312,72478.5625,9.7073,1.7948,6.7378,11.0811,0.7803,12.3259,13.0375,0.6522,0.2146,6.3092,0,0,0,0,0.739131,1.1628,0.046892,0.463073,0.087261,0.188807,0.055272,1.712845,4.069081,5.749252,7.237126,8.013028,8.136122,8.198721,8.26,8.3219
"5",70.4178,54.4377,70.061314,-0.356467,35.851531,34.2098,27.6069,1.8825,4.7204,10.677667,0.755364,15.499155,8.169879,0.749453,152.5085,80.0399,161.5272,311.908,268.2317,467.9053,82113.2578,72486.8516,10.2894,1.7624,6.5663,24.7806,1.753,26.976,28.4394,1.423,0.4821,14.1114,0.0337,0.027,0.0067,0.0643,1.821176,2.66,0.378402,0.494533,0.63363,0.693023,0.023212,1.035417,3.4223,4.708448,6.35853,8.143727,8.410893,8.543503,8.6447,8.7235
"6",110.9403,53.0439,111.528279,0.587967,54.637156,56.8911,44.9031,3.4157,8.5724,15.784644,1.160398,23.966089,12.57219,1.153844,172.0247,82.3359,171.0578,295.0024,267.0109,469.9676,82081.0859,72501.8047,13.1815,1.7734,6.7459,37.0997,2.728,42.2603,44.3371,2.2195,0.7502,21.155,0.0496,0.0397,0.0099,0,2.717389,4.7003,0.586782,0.874983,0.892258,0.95014,0.16288,1.403975,3.59733,4.641494,6.183821,8.30867,8.678731,8.866206,9.016,9.1351
"7",152.5251,61.5349,162.192482,9.667412,85.052916,77.1396,59.2004,5.1025,12.8367,23.110653,1.843189,38.264437,19.997953,1.836679,188.5362,86.6029,188.2198,260.9873,264.1468,470.4323,82029.4531,72516.9062,14.256,1.8865,7.4525,56.0091,4.4678,69.5638,72.7117,3.6426,1.2286,32.0337,0,0,0,0,6.457944,9.9575,0.639907,3.139174,1.718029,1.600743,0.276947,2.279236,4.904051,5.680233,6.729382,9.033386,9.404668,9.588052,9.743902,9.8749
"8",149.134,56.2197,161.748071,12.613933,80.53223,81.2159,64.1177,5.2411,11.8571,19.868571,1.757895,37.468749,19.632412,1.804618,201.1943,90.2456,202.5765,236.5785,261.5574,467.2796,81978.7734,72531.3359,15.4517,1.9791,8.1314,48.2871,4.2709,68.2666,71.5369,3.5867,1.1745,27.7324,0,0,0,0,7.379485,9.8511,0.546405,3.158724,2.428593,1.79217,0.016158,1.801752,4.791456,5.560422,6.575067,9.117319,9.498499,9.675609,9.832788,9.9712
"9",97.5093,27.1127,122.1031,24.593824,49.774172,72.3289,60.9318,4.1808,7.2163,11.556204,1.077956,23.568794,12.428076,1.143163,198.8024,91.1734,205.9408,233.7257,260.5967,464.3398,81947.9453,72543.6328,15.9482,1.7837,7.4807,26.5493,2.4764,40.5968,42.8135,2.148,0.681,15.2831,0,0,0,0,2.919296,3.6605,0.948959,0.181889,1.696788,1.04062,0.009755,0.566098,3.530706,4.419832,5.688005,8.217716,8.631287,8.828002,9.003776,9.160201
"10",56.1192,15.9938,88.823425,32.704197,32.332176,56.4912,49.0862,2.8242,4.5809,7.5263,0.692429,15.274809,8.093826,0.744827,191.2546,90.9485,204.6758,240.0605,260.5695,462.5595,81927.4297,72551.0625,15.5448,1.8243,7.6623,17.1457,1.5773,26.0983,27.6582,1.3883,0.4338,9.8639,0,0,0,0,1.552121,2.1457,0.666369,0.187601,0.698417,0.666118,0.006125,0.663593,3.229415,4.180647,5.52312,7.624807,8.0147,8.202888,8.3701,8.5175
"11",13.2368,0.0259,46.937092,33.700311,17.255023,29.6821,26.6916,0.8972,2.0932,4.072333,0.360509,8.114073,4.311271,0.396841,176.733,89.1478,197.2139,253.0087,261.2755,461.7198,81919.0703,72553.7109,14.5346,1.8032,7.4723,9.3295,0.8259,13.9416,14.8152,0.7438,0.2271,5.3583,0,0,0,0,0.925271,1.0483,0.163807,0.050114,0.524156,0.350999,0.003312,0.879798,3.69409,4.992387,6.158203,7.334048,7.609,7.7477,7.8805,8.0069
"12",3.0593,0,29.67042,26.611112,15.593982,14.0764,11.8008,0.3588,1.9168,3.882995,0.325241,7.201696,3.83135,0.3527,161.1656,87.0584,188.7158,268.4318,262.3019,461.3238,81912.5078,72553.7109,15.5673,2.0895,8.4981,8.9514,0.7498,12.4521,13.2492,0.6653,0.2062,5.1295,0,0,0,0,0.415509,0.8791,0.148077,0.062949,0.204977,0.147582,0.00469,1.759903,4.172338,5.964039,6.916162,7.460863,7.599839,7.6777,7.7614,7.848
"13",2.2952,0,13.329675,11.034512,12.315479,1.0142,0.8303,0.0267,0.1572,3.212041,0.256416,5.59511,2.97776,0.274143,148.9183,85.3437,181.8712,280.4273,263.172,461.2632,81906.0625,72553.7109,12.2474,1.7147,6.8446,7.3603,0.5876,9.6159,10.2353,0.514,0.1616,4.2098,0,0,0,0,0.251837,0.6195,0.104728,0.042262,0.078679,0.130901,0.003623,1.792668,4.106189,6.165504,7.16055,7.6296,7.718946,7.770704,7.8309,7.8966
"14",4.3982,0,12.562218,8.164006,12.548666,0.0135,0.011,4e-04,0.0022,3.387084,0.26049,5.629627,2.995651,0.275812,137.6017,83.6154,175.09,291.0371,264.0456,461.402,81900.2969,72553.7109,11.3166,1.7284,6.7812,7.7512,0.5961,9.6625,10.2833,0.5164,0.1639,4.4271,0,0,0,0,0.252081,0.5929,0.087196,0.039497,0.081065,0.131517,0.004121,1.809998,4.113353,6.200259,7.277818,7.775033,7.853057,7.8953,7.9447,7.9991
"15",29.5946,1.4037,18.539509,-11.055075,13.682178,4.8573,4.008,0.2042,0.6451,3.800594,0.283508,6.071755,3.229008,0.297314,127.8255,81.9192,168.572,300.0214,264.9474,461.7434,81894.6719,72553.7109,10.4779,1.8367,7.0798,8.8555,0.6605,10.6092,11.2841,0.5667,0.1816,5.0522,0,0,0,0,0.431982,0.8506,0.052875,0.268703,0.02801,0.135258,0.030502,1.855864,4.118658,6.184521,7.368291,7.913385,7.99479,8.0362,8.085,8.1393
"16",38.1265,44.1322,32.435522,-5.691023,15.28552,17.15,15.1332,0.615,1.4018,4.369475,0.31764,6.707159,3.563146,0.32811,159.3566,80.3827,162.8079,308.089,265.7471,462.3418,81888,72554.7188,11.1855,1.8199,6.8969,10.2828,0.7475,11.8372,12.5769,0.6317,0.2056,5.8611,0,0,0,0.0637,0.789828,1.105,0.035839,0.467255,0.154402,0.16817,0.052073,1.830019,4.186035,6.072421,7.356814,8.020835,8.120141,8.168601,8.2214,8.279
"17",89.6543,32.3187,84.511307,-5.143081,36.995071,47.5163,38.8877,2.6068,6.0218,10.868437,0.785692,16.054562,8.503177,0.783195,164.8745,81.3692,167.1471,302.6552,265.4403,464.2508,81866.3281,72562.8438,12.9042,1.793,6.7783,25.3801,1.8349,28.1228,29.7896,1.4966,0.5046,14.4637,0,0,0,0,2.022972,2.9778,0.303444,0.738139,0.495881,0.788952,0.109362,0.957673,3.289787,4.618059,6.324695,8.190064,8.447359,8.56843,8.6617,8.7365
"18",133.3365,49.0591,127.737563,-5.598922,59.007948,68.7296,53.9473,4.4091,10.3732,16.759011,1.260834,26.011991,13.712482,1.263645,175.9958,84.4206,179.5801,283.4541,264.0038,466.1706,81831.8516,72577.7578,13.4082,1.8546,7.1908,40.0813,3.0159,46.6685,49.2032,2.4732,0.8294,22.8741,0.0057,0.0045,0.0011,0,4.152111,6.0867,0.474938,1.854533,1.193979,1.1036,0.138105,1.569038,3.735534,4.726811,6.241442,8.451058,8.819724,9.000925,9.1462,9.2628
"19",161.7811,63.3713,167.429386,5.648403,81.787212,85.6421,66.5536,5.8225,13.2661,21.746876,1.774246,37.013327,19.458357,1.794411,193.1093,88.8249,197.1271,254.236,261.4141,466.0369,81782.3125,72591.8203,14.5721,1.9328,7.8018,51.8807,4.2324,66.2191,69.6244,3.5022,1.1639,29.6983,0.0477,0.0382,0.0095,0,5.019717,8.6442,1.142623,1.851361,1.675378,1.492973,0.121188,2.018594,4.65312,5.443179,6.562212,8.955122,9.33671,9.520901,9.6779,9.811
"20",144.7694,52.724,158.038152,13.268726,71.931651,86.1065,69.0547,5.6173,11.4345,17.610369,1.563703,33.478927,17.649773,1.628875,203.7351,92.0768,209.7676,237.1937,259.4435,463.3145,81737.9219,72605.8281,15.7363,2.0204,8.4492,41.5316,3.6874,59.2068,62.4258,3.1425,1.014,23.8564,0,0,0,0,4.580768,7.1247,1.276534,0.947253,2.182426,1.451077,0.013125,1.484316,4.271717,5.082046,6.234927,8.778348,9.178742,9.3662,9.531,9.676
"21",98.2296,30.0347,117.801104,19.571495,44.00242,73.7987,61.7714,4.2957,7.7315,10.292872,0.943489,20.752897,10.99758,1.015583,202.5219,93.3129,214.2498,237.9245,258.8106,461.0054,81710.9375,72616.9688,16.2307,1.7673,7.5318,23.297,2.1356,35.2171,37.324,1.88,0.5873,13.4006,0,0,0,0,2.124208,2.9542,1.284743,0.285489,0.972945,0.86578,0.059711,0.036656,2.97008,4.168278,5.506837,7.959991,8.386066,8.593018,8.7702,8.9204
"22",39.3566,7.9602,75.685487,36.328902,25.292064,50.3934,44.8775,2.2385,3.2774,5.979061,0.531317,11.879403,6.318572,0.583708,190.8826,92.3675,210.0319,248.0534,259.122,459.8597,81695.7031,72622.5938,15.6194,1.7415,7.402,13.1533,1.1686,19.5963,20.8465,1.0504,0.3214,7.5557,0,0,0,0,0.637334,1.3435,1.204481,0.225703,0.014847,0.396779,0.005989,0.168032,1.58334,3.709376,5.43353,7.42408,7.798693,7.9814,8.1408,8.2797
"23",8.5364,0,42.550553,34.014147,17.827881,24.7227,22.2356,0.6781,1.8091,4.3107,0.366981,8.311951,4.429014,0.409247,176.3769,90.4495,202.0049,260.9246,259.9047,459.1911,81685.1875,72627.4844,14.5056,1.9179,8.0269,9.951,0.8471,14.3887,15.3341,0.7728,0.2329,5.706,0,0,0,0,0.729535,1.1399,0.184551,0.099293,0.364686,0.265551,0.007668,0.816194,2.385191,4.463666,6.040125,7.30679,7.596519,7.7427,7.8697,7.9786
"24",0.9507,0,26.474768,25.524059,16.880893,9.5939,8.0246,0.2469,1.3224,4.301337,0.347993,7.728739,4.121913,0.38092,160.8409,88.1516,192.5778,276.2507,261.0519,458.9489,81678.625,72627.4844,15.536,2.2979,9.4271,9.9786,0.8073,13.4477,14.3439,0.723,0.222,5.7102,0,0,0,0,0.480179,1.0534,0.177304,0.127709,0.21857,0.133897,0.007874,1.515966,3.194305,5.373386,6.792978,7.479399,7.642318,7.7288,7.8119,7.8914
"25",1.2907,0,14.197474,12.906775,13.718811,0.4787,0.39,0.0126,0.0761,3.662604,0.283025,6.175238,3.293552,0.304394,148.6182,86.2105,184.7767,288.0499,262.0441,459.0476,81673,72627.4844,12.2227,1.9411,7.8011,8.5104,0.6577,10.7616,11.4794,0.5787,0.1809,4.8616,0,0,0,0,0.386656,0.8352,0.090095,0.185934,0.08148,0.119242,0.01007,1.678097,3.58424,5.593035,7.062775,7.67473,7.785348,7.843334,7.9037,7.9658
"26",2.8654,0,13.677,10.811578,13.667175,0.0098,0.0079,3e-04,0.0016,3.769728,0.281365,6.077111,3.239544,0.299422,137.3244,84.3231,177.3345,298.4027,263.0013,459.3523,81667.375,72627.4844,11.2938,1.8874,7.4422,8.6671,0.6469,10.4792,11.1723,0.5633,0.1779,4.9448,0,0,0,0,0.362111,0.7044,0.106397,0.080139,0.157067,0.124907,0.005446,1.778175,3.798691,5.59904,7.153718,7.806743,7.905278,7.9527,8.0035,8.0571
"27",8.4724,0.0012,13.663594,5.191221,13.446512,0.2171,0.1732,0.0065,0.0374,3.804499,0.275877,5.921117,3.153531,0.291495,126.8894,82.5323,170.4037,307.3047,263.8906,459.8111,81661.75,72627.4844,10.4356,1.7909,6.9311,8.7311,0.6331,10.1915,10.8558,0.5473,0.1741,4.9762,0,0,0,0,0.352861,0.6888,0.120676,0.072751,0.152054,0.128061,0.008667,1.8206,3.88254,5.61419,7.188418,7.883824,7.988756,8.03695,8.0866,8.1379
"28",20.6346,0.3875,15.222925,-5.411673,13.928404,1.2945,1.0635,0.0576,0.1734,4.021489,0.284917,6.085629,3.237125,0.299242,117.4394,80.7391,163.6002,314.7764,264.7825,460.4277,81656.125,72627.4844,9.6436,1.8321,6.9584,9.4057,0.6664,10.6746,11.3562,0.5726,0.1832,5.3564,0,0,0,0,0.515025,0.9096,0.047864,0.32497,0.058835,0.131213,0.031056,1.838168,3.884567,5.597016,7.243332,7.973024,8.087173,8.13952,8.191632,8.2447
"29",59.9381,40.8881,47.474445,-12.463669,21.197816,26.2766,20.682,1.4852,4.1094,6.374939,0.444865,9.10098,4.830455,0.446576,140.1468,80.6562,163.7176,316.5206,265.2831,461.8019,81645.3281,72630.7734,9.5855,1.8019,6.7585,14.8636,1.0372,15.9168,16.8962,0.852,0.2852,8.4602,0.0427,0.0342,0.0085,0.0658,1.147252,1.523,0.156829,0.463117,0.363055,0.321086,0.063172,1.237493,3.802646,5.376444,6.979727,8.099947,8.243008,8.306422,8.3729,8.4461
"30",111.4087,64.6107,100.030941,-11.377791,47.874595,52.1564,40.4348,3.1628,8.5588,14.297154,1.017038,20.647698,10.904265,1.008452,171.6489,82.9295,173.1693,302.4604,264.422,464.661,81617.3359,72642.0625,12.6191,1.8242,6.94,33.8891,2.411,36.7081,38.7712,1.9558,0.663,19.302,0,0,0,0,2.859062,4.4826,0.389562,1.321838,0.636555,0.900668,0.194269,1.504374,3.511349,4.658124,6.339924,8.360818,8.661685,8.803758,8.9192,9.0166
"31",143.8084,54.9809,146.519488,2.711023,74.122179,72.3973,56.2495,4.6661,11.4817,20.813912,1.587117,32.870689,17.253798,1.596653,184.9551,86.5236,187.6153,274.1587,262.2021,466.489,81572.6875,72655.625,14.1841,1.9039,7.5466,50.3179,3.838,59.6165,62.5842,3.159,1.0554,28.7303,0,0,0,0,5.827233,8.44,0.45897,2.865226,1.511597,1.450404,0.060568,1.677552,4.376991,5.245507,6.489186,8.795843,9.170789,9.3568,9.5108,9.6368
"32",141.5204,51.5224,143.581245,2.060741,61.264016,82.3173,65.7426,5.3929,11.1817,16.10817,1.315488,27.873722,14.613372,1.353267,195.7844,89.7876,200.5283,259.5434,260.7434,465.9654,81536.1875,72670.8984,14.9318,1.8883,7.6959,37.5235,3.0643,48.6951,51.0588,2.5791,0.8427,21.4806,0.0518,0.0414,0.0104,0,3.135507,5.0791,0.968075,0.328551,1.649603,1.157351,0.004798,1.574992,4.006983,4.867912,6.14882,8.542504,8.946316,9.143997,9.315,9.4634
"33",100.6379,43.8821,127.560086,26.922232,57.765376,69.7947,56.1962,4.1574,9.441,14.420711,1.233895,26.755334,14.053226,1.302206,201.9176,92.175,209.6878,250.37,259.5618,464.1567,81501.1562,72684.5625,15.808,2.001,8.3934,33.6757,2.8812,46.8501,49.2157,2.4875,0.7923,19.314,0.0483,0.0386,0.0097,0,3.151393,5.0797,0.994338,0.398263,1.595923,1.157212,0.008173,1.01646,3.723113,4.594271,5.883128,8.273754,8.68779,8.892437,9.0682,9.2176
"34",41.0773,11.276,76.526569,35.449227,34.019533,42.507,37.5871,1.7504,3.1695,8.267381,0.711621,15.890161,8.374007,0.776348,191.8838,91.2459,205.531,255.4968,259.6307,462.7208,81479.8203,72693.2266,15.6719,2.0567,8.6672,19.5195,1.6801,28.1384,29.6577,1.4998,0.462,11.1978,0,0,0,0,2.702102,3.2036,0.219938,0.837221,1.006706,0.858175,0.027358,0.749936,3.245968,4.268911,5.688824,7.742516,8.135409,8.3322,8.5023,8.6468
"35",6.3947,0,37.205847,30.811102,17.950403,19.2554,17.4025,0.496,1.357,4.422936,0.366961,8.344793,4.407025,0.40869,177.3021,89.2186,197.1316,268.5325,260.5037,462.0971,81469.8516,72697.5703,14.5817,2.0272,8.3995,10.2527,0.8506,14.5075,15.3234,0.7751,0.2339,5.8729,0,0,0,0,1.071543,1.2919,0.19912,0.204934,0.547782,0.318828,0.009567,1.2388,3.595018,5.054324,6.327131,7.459541,7.739795,7.88562,8.0172,8.1335
"36",0.5961,0,21.468924,20.872867,16.140696,5.3282,4.3957,0.1327,0.7998,4.185161,0.329791,7.369491,3.895006,0.361254,161.6847,86.9218,187.8107,284.1481,261.6931,461.9132,81463.2891,72697.5703,15.6175,2.2968,9.3207,9.6663,0.7617,12.7665,13.495,0.6827,0.2095,5.5259,0,0,0,0,0.471415,0.9051,0.129362,0.108841,0.222686,0.139897,0.003845,1.775035,3.881095,5.835114,6.980961,7.573902,7.725871,7.8116,7.8929,7.9685
"37",0.5733,0,13.274016,12.700693,13.092971,0.181,0.1482,0.0047,0.0281,3.545559,0.266977,5.882833,3.109216,0.288402,149.3979,85.025,180.2704,296.1314,262.6937,462.0269,81457.1406,72697.5703,12.2868,1.8969,7.5404,8.1282,0.612,10.1148,10.6918,0.5409,0.1683,4.6388,0,0,0,0,0.278797,0.6025,0.059806,0.046009,0.104118,0.128664,0.00416,1.789035,3.975455,5.972329,7.185976,7.729106,7.837628,7.8982,7.9562,8.011
"38",1.4866,0,13.200827,11.714256,13.192075,0.0088,0.0071,2e-04,0.0014,3.694082,0.268872,5.851483,3.090914,0.286717,138.0448,83.1738,173.0495,306.5524,263.6534,462.3508,81451.4844,72697.5703,11.3531,1.8511,7.2209,8.4329,0.6138,10.0183,10.5839,0.5355,0.1688,4.8069,0,0,0,0,0.262504,0.5421,0.056814,0.039364,0.097493,0.125653,0.003357,1.587615,3.969674,5.91222,7.276005,7.856518,7.95324,8.003521,8.053,8.1013
"39",9.3016,0.0014,14.038932,4.737283,13.811925,0.227,0.1824,0.0067,0.0379,3.974666,0.281419,6.0608,3.19834,0.296703,127.5551,81.3381,166.0241,315.2485,264.5705,462.8662,81445.8594,72697.5703,10.4904,1.8357,7.026,9.0997,0.6443,10.4066,10.9833,0.5558,0.1772,5.182,0,0,0,0,0.354349,0.6179,0.077796,0.060866,0.170872,0.122627,0.007548,1.713075,3.973564,5.812237,7.296823,7.944638,8.044419,8.092869,8.1417,8.1914
"40",26.2805,0.0992,18.659394,-7.62107,14.225937,4.4335,3.7224,0.1473,0.5637,4.184016,0.289923,6.188281,3.261159,0.30255,117.9098,79.543,159.2856,322.2548,265.4307,463.5569,81440.2266,72697.5781,9.6949,1.8051,6.7778,9.7293,0.6741,10.7911,11.3736,0.5756,0.1854,5.5365,0,0,0,0,0.477069,0.8414,0.052236,0.255148,0.091701,0.130218,0.035508,1.823533,3.959706,5.736226,7.326485,8.019219,8.125403,8.175406,8.2285,8.2849
"41",71.2804,33.4165,53.778982,-17.501356,24.542519,29.2365,23.3357,1.6825,4.2183,7.488271,0.513688,10.506145,5.522042,0.512382,132.9794,79.5763,159.9458,320.8493,265.7321,465.2225,81427.2422,72702.4531,9.3228,1.7713,6.5593,17.5525,1.204,18.4716,19.4176,0.9828,0.3311,9.985,0.05,0.04,0.01,0.064,1.416206,1.8744,0.13829,0.649874,0.376883,0.389446,0.010323,1.161744,3.806907,5.305488,6.912207,8.17127,8.343194,8.428301,8.5021,8.5794
"42",126.4346,79.27,119.54486,-6.889699,56.014146,63.5308,48.8376,4.051,10.6421,16.632142,1.182046,24.312199,12.708109,1.179645,175.417,82.6133,172.4545,300.3927,264.4189,468.1304,81394.4219,72715.3516,12.5668,1.8162,6.9043,40.197,2.8573,44.076,46.0767,2.333,0.7858,22.8941,0.0504,0.0403,0.0101,0,4.421005,6.0998,0.061077,2.416384,0.877921,1.126698,0.253243,1.733933,3.771767,4.829303,6.39269,8.491745,8.828981,8.994812,9.1164,9.2296
"43",153.8851,53.9357,159.356129,5.471057,79.096731,80.2594,63.3086,5.3031,11.6477,21.721422,1.675729,35.508928,18.474567,1.716073,188.0297,86.1166,186.5601,269.8642,261.9672,468.7849,81346.6406,72728.1875,14.355,1.8904,7.4689,52.6388,4.059,64.5038,67.1205,3.4007,1.1162,30.0676,0,0,0,0,6.598941,9.3778,0.666651,2.807406,2.206463,1.58508,0.050192,1.961925,4.648385,5.449512,6.540524,8.918417,9.274989,9.4356,9.5647,9.6816
"44",142.9578,54.4817,165.586045,22.628284,74.745613,90.8404,72.6981,6.1975,11.945,19.026978,1.599469,34.486008,17.963328,1.669826,199.9663,89.6881,200.6796,248.3204,259.797,466.7268,81301.3828,72741.2422,15.3031,1.8763,7.6722,44.7975,3.7664,60.9057,63.4505,3.2172,1.0358,25.6744,0.0513,0.041,0.0103,0,4.341423,7.1425,1.243603,0.517716,2.381086,1.442617,0.053232,1.811928,4.528947,5.282599,6.353224,8.880547,9.249273,9.399,9.5242,9.6376
"45",92.8893,35.1582,123.905906,31.016603,58.114477,65.7914,54.2653,3.7102,7.816,13.926861,1.238777,27.315173,14.303162,1.330494,201.6035,91.1724,206.2411,239.6756,258.5559,463.6904,81264.0078,72755.0078,15.9418,2.0313,8.5016,33.3952,2.97,49.1088,51.4286,2.6094,0.8168,19.1841,0,0,0,0,4.986285,6.5774,0.662841,1.517786,2.132889,1.335612,0.033523,1.362728,4.077861,4.879423,6.002052,8.400558,8.766899,8.915022,9.0461,9.1656
"46",43.5957,7.6798,82.662701,39.067006,37.56546,45.0973,40.6925,1.8716,2.5331,8.790809,0.787451,17.764466,9.352287,0.870442,190.0043,89.9354,200.9485,243.3046,258.4253,461.5066,81240.4141,72764.8672,15.4392,2.0048,8.3647,20.4769,1.8343,31.0346,32.6767,1.6589,0.5044,11.7667,0,0,0,0,2.745574,3.3235,0.568588,0.319494,1.481953,0.944123,0.007262,0.822467,3.501,4.355104,5.580357,7.73015,8.063757,8.201112,8.3321,8.4508
"47",7.2358,0,42.561614,35.325861,19.827174,22.7344,20.3756,0.6412,1.7176,4.612275,0.401812,9.39081,4.960449,0.461829,175.5653,88.0381,193.1469,255.1902,259.1115,460.3406,81228.7266,72768.1719,14.4389,1.8973,7.8016,10.6392,0.9269,16.246,17.163,0.8716,0.2549,6.1064,0,0,0,0,1.364756,1.4427,0.223429,0.097884,0.800972,0.4659,0.004178,1.011153,3.794807,4.884669,5.923769,7.221582,7.455397,7.5548,7.6712,7.776
"48",2.2539,0,26.69277,24.438842,14.124225,12.5685,10.5766,0.3205,1.6714,3.463941,0.284751,6.573296,3.478355,0.323884,160.1008,86.0282,185.0378,271.0638,260.1629,459.8363,81220.9375,72768.1719,15.4645,2.0099,8.1092,8.0022,0.6578,11.3884,12.0527,0.6122,0.1809,4.5821,0,0,0,0,0.460512,0.8176,0.114898,0.057148,0.25903,0.144334,0.004184,1.851676,4.654357,5.998506,6.711467,7.195666,7.276359,7.3205,7.4017,7.4748
"49",1.388824,0,9.126867,7.738035,8.664386,0.462471,0.271011,0.01742,0.174043,2.11981,0.071893,4.128963,2.239725,0.103997,144.895963,84.992501,178.711658,288.063601,260.891032,458.748728,81215.282731,72768.787194,15.204868,1.035601,6.326166,4.684057,0.152016,7.439075,7.154289,0.180017,0.041801,2.693045,0,0,0,0,12.242116,0.294954,0.337882,0.033957,11.902972,0.305215,0.006958,1.526063,4.117364,5.349689,6.063373,6.77664,6.835829,6.863072,6.925186,6.982753
"50",0.809932,0,5.906138,5.096207,5.905941,0.000194,8.6e-05,0,8.1e-05,1.49505,0.048645,2.770842,1.521137,0.070262,131.804756,84.245597,174.239807,302.480038,261.424867,458.13848,81210.925783,72768.904149,13.091219,0.747,4.471825,3.254053,0.101527,4.926526,4.785089,0.120233,0.02792,1.869489,0,0,0,0,0.425214,0.165515,0.227964,0.027847,0.141693,0.255652,0.003886,1.251659,3.752711,5.109627,5.912678,6.601788,6.650849,6.663284,6.70827,6.750082
