"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","QCt9_mean1","QCt10_mean1","QCt11_mean1","QCt12_mean1","NPPL_mean1","NPPR_mean1","NPPS_mean1","add_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.461,0,14.2733736,13.8123656,14.0026708,0.2707,0.222,0.006,0.0427,3.7946936,0.2849264,6.2808444,3.3362756,0.3059286,148.9371,71.7151,180.3568,294.9485,261.0116,463.6118,82144.9844,72475.8828,12.2489,1.9067,7.5924,8.755,0.6574,10.8684,11.5462,0.5775,0.1808,4.996,6.033,4.3474,0,0,0,0,0.383224,0.8187,0.1512314,0.121801,0.1293682,0.1320556,0.0085948,1.8700242,4.0422112,5.998859,7.186348,7.7319418,7.8375806,7.8984038,7.9624,8.028
"2",4.3333,0.0035,14.0282086,9.6948852,13.9403602,0.0878,0.0709,0.0022,0.0148,3.8873858,0.2825188,6.1856558,3.2836754,0.3011278,137.6206,69.8639,173.0948,304.8271,261.9326,463.9562,82139.3594,72475.8828,11.3181,1.8516,7.2635,8.9836,0.6529,10.7208,11.3824,0.5694,0.1795,5.1205,5.9474,4.2883,0.0017,0.0014,3e-04,0,0.4265906,0.8106,0.1186474,0.1641722,0.1269222,0.1354958,0.0097608,1.9059922,4.1074342,5.9762676,7.269316,7.84938,7.9482544,8.0030192,8.0612,8.121
"3",10.9973,0,14.2101238,3.21286,14.0114856,0.1986,0.1603,0.0049,0.0334,3.9976764,0.282961,6.1627758,3.2683308,0.29974,127.1624,68.0777,166.1914,313.2682,262.8003,464.4519,82133.7344,72475.8828,10.4581,1.7862,6.9034,9.1873,0.6503,10.6225,11.2669,0.5636,0.1788,5.2319,5.8871,4.249,0,0,0,0,0.4532652,0.765,0.148947,0.1057208,0.2104764,0.1370672,0.0063698,1.9510734,4.1721298,5.9262594,7.2812358,7.9120598,8.0176526,8.0740628,8.1318,8.1907
"4",30.831,1.4483,23.190215,-7.6408278,16.0485796,7.1416,5.9761,0.2538,0.9118,4.703721,0.3258292,6.9822296,3.697658,0.3391418,118.2123,66.4523,160.0284,318.8905,263.5389,465.247,82126.7188,72477.2266,9.6743,1.7703,6.7425,11.0576,0.7659,12.3086,13.0367,0.6522,0.2106,6.2923,6.8119,4.9234,0.7241,0.5793,0.1448,0,0.7356258,1.1609,0.0469212,0.4631346,0.0853692,0.1871218,0.0560484,1.722076,4.0631804,5.7441532,7.2367288,8.012106,8.1353916,8.1979968,8.2593,8.3211
"5",70.2384,54.0734,70.0541256,-0.1843032,35.7921714,34.262,27.6849,1.8477,4.7294,10.6550006,0.7414492,15.4770946,8.1691846,0.74944,151.7099,66.7822,161.7188,311.2445,263.2932,467.2417,82106.4453,72485.5156,10.2478,1.7357,6.5726,24.7284,1.7207,26.9381,28.4375,1.423,0.4732,14.0738,14.8591,10.7752,10.3286,8.2628,2.0657,33.416,1.8190438,2.6558,0.3793186,0.4955058,0.63372,0.6898208,0.0229128,1.0331782,3.429682,4.7119206,6.3618826,8.1427324,8.4095358,8.542141,8.6433012,8.7222
"6",110.5754,52.7766,111.1552404,0.5798638,54.5468932,56.6083,44.6531,3.3936,8.5616,15.7504206,1.1390668,23.9323514,12.5712264,1.1538316,171.0382,69.0968,171.2408,294.3436,262.1074,469.3043,82074.2578,72500.4688,13.1044,1.7539,6.7537,37.0193,2.6779,42.2009,44.3338,2.2195,0.7364,21.097,23.1657,16.8804,20.3443,16.2754,4.0689,12.088,2.7108176,4.6926,0.5853986,0.8729748,0.888864,0.9489772,0.1627372,1.4077132,3.6002482,4.6469556,6.185541,8.3066668,8.6764168,8.8639048,9.0137,9.1329
"7",152.0779,61.4944,161.6822554,9.6043662,84.9105162,76.7717,58.8834,5.0708,12.8175,23.0580464,1.8093984,38.2103074,19.9961304,1.8366318,187.6049,73.3662,188.3788,260.3866,259.3195,469.7726,82022.6094,72515.5703,14.1803,1.8802,7.4595,55.8817,4.3859,69.4655,72.7053,3.6425,1.2061,31.9411,37.9918,27.7862,30.7472,24.5978,6.1494,0,6.4459044,9.9407,0.6398126,3.1348868,1.7143786,1.596639,0.2767118,2.2792922,4.9060144,5.6830176,6.7298552,9.0294556,9.4005508,9.5840436,9.7400812,9.8711
"8",148.7757,56.1901,161.2691266,12.4934756,80.400522,80.8686,63.8168,5.2095,11.8423,19.822578,1.7259002,37.4165922,19.630863,1.8045922,200.3198,76.9961,202.7168,236.028,256.8173,466.6299,81971.8906,72529.9922,15.3803,1.9891,8.1375,48.1748,4.1931,68.1708,71.5306,3.5866,1.1531,27.6492,37.3793,27.2683,28.0951,22.476,5.619,0,7.372023,9.8346,0.5465282,3.1553762,2.427997,1.788653,0.0161692,1.8034318,4.7928458,5.5619232,6.5749306,9.1127592,9.493739,9.671,9.8283,9.9668
"9",97.3019,27.1025,121.7392074,24.4372942,49.6936888,72.0455,60.6882,4.1535,7.2039,11.5291712,1.0584822,23.5359546,12.4269488,1.1431314,197.9897,77.9055,206.0729,233.1793,255.9162,463.6983,81941.0156,72542.2578,15.8815,1.8008,7.485,26.4851,2.4315,40.537,42.8062,2.1478,0.6687,15.2355,22.3696,16.2148,13.5513,10.841,2.7103,0,2.9091728,3.6539,0.9503832,0.1816686,1.6881702,1.039333,0.0098696,0.5664876,3.5338362,4.42065,5.688324,8.214334,8.6276642,8.8244774,9.0003,9.1568
"10",56.0028,15.9898,88.5721188,32.5693116,32.2794986,56.2926,48.9156,2.8049,4.5721,7.5084958,0.6800236,15.2533032,8.0928946,0.744784,190.5018,77.6618,204.8026,239.5013,255.9337,461.9241,81920.5,72549.6719,15.4829,1.8427,7.6664,17.1041,1.549,26.06,27.6534,1.3881,0.426,9.8332,14.4514,10.424,7.9949,6.3959,1.599,0,1.5505252,2.1417,0.6662638,0.1880362,0.69693,0.6655604,0.0058674,0.6666688,3.234336,4.1800922,5.5232058,7.6225106,8.012101,8.2003,8.3676,8.5151
"11",13.2077,0.0263,46.9109934,33.7033108,17.2265706,29.6844,26.7178,0.8807,2.0859,4.062602,0.3540986,8.1024282,4.3106354,0.3968092,176.0376,75.8482,197.337,252.42,256.667,461.0858,81912.1484,72552.3125,14.4774,1.8162,7.4761,9.3067,0.8112,13.9208,14.8122,0.7437,0.2231,5.3417,7.7408,5.5683,0.0131,0.0105,0.0026,0,0.9223738,1.0464,0.1635572,0.0499718,0.5211926,0.351204,0.0033522,0.8811214,3.7042114,4.9929356,6.1585412,7.332689,7.6074094,7.7460996,7.8789,8.0053
"12",3.0519,0,29.6274116,26.5755292,15.5684216,14.059,11.844,0.3071,1.908,3.8738262,0.3195222,7.1915188,3.8308762,0.352679,160.5315,73.7519,188.8341,267.8091,257.7124,460.6898,81905.5859,72552.3125,15.5061,2.0964,8.5029,8.9302,0.7366,12.4343,13.2473,0.6652,0.2026,5.1142,6.923,4.9737,0,0,0,0,0.4142484,0.8776,0.1478656,0.0628336,0.2039298,0.1474884,0.0046834,1.7620416,4.1773074,5.965321,6.9162122,7.4600736,7.5988868,7.6767,7.7604,7.847
"13",2.2895,0,13.29692,11.0074468,12.2959386,1.001,0.8222,0.0225,0.1563,3.2046932,0.2519504,5.5875594,2.977591,0.274147,148.3323,72.0381,181.9851,279.7777,258.5916,460.6286,81899.0469,72552.3125,12.1992,1.7137,6.849,7.3434,0.5773,9.6028,10.2346,0.514,0.1588,4.1976,5.3486,3.8411,0,0,0,0,0.2521138,0.6185,0.1044702,0.0421454,0.0790182,0.1309498,0.0036068,1.7940132,4.1046556,6.1640012,7.1600934,7.628981,7.7182046,7.7699022,7.8301,7.8957
"14",4.3871,0,12.5432264,8.1561674,12.5291404,0.0141,0.0115,3e-04,0.0023,3.3794734,0.2559834,5.622255,2.9956008,0.2758228,137.0602,70.317,175.1993,290.3648,259.4691,460.7635,81893.2656,72552.3125,11.2721,1.7211,6.7858,7.7338,0.5858,9.6498,10.283,0.5165,0.1611,4.4147,5.3739,3.8599,0,0,0,0,0.2508258,0.592,0.0869094,0.0393582,0.0799028,0.1315692,0.0041126,1.8094198,4.111053,6.1972338,7.2768308,7.774388,7.8523636,7.8945918,7.9439998,7.9984
"15",29.5207,1.4102,18.574984,-10.9457262,13.6601678,4.9148,4.0783,0.1855,0.651,3.791934,0.2786074,6.063501,3.22881,0.2973184,127.3284,68.636,168.679,299.3284,260.3682,461.1036,81887.6406,72552.3125,10.4369,1.822,7.0843,8.8352,0.6491,10.5947,11.2833,0.5667,0.1785,5.0379,5.8967,4.2379,0.7051,0.5641,0.141,0,0.4302992,0.8493,0.0528044,0.2683388,0.0267818,0.1351788,0.030439,1.8549796,4.1169254,6.1806172,7.3671148,7.9127008,7.9941186,8.0355918,8.0843,8.1386
"16",38.0067,43.5945,32.6128256,-5.3938522,15.2598284,17.353,15.425,0.5563,1.3716,4.3591708,0.312148,6.6976698,3.562746,0.3280908,158.342,67.1276,162.9401,307.363,261.1616,461.6985,81880.9688,72553.3203,11.1279,1.7989,6.9018,10.2589,0.7346,11.8208,12.5759,0.6317,0.202,5.8444,6.5722,4.7283,1.4538,1.163,0.2908,40.6869,0.789605,1.1032,0.0356326,0.46649,0.1554622,0.1676488,0.0517722,1.8322418,4.1840768,6.0720738,7.3565344,8.0201006,8.1194252,8.1679,8.2207,8.2783
"17",89.3345,32.3011,84.290527,-5.044027,36.9328506,47.3577,38.7405,2.5933,6.0239,10.8424522,0.7721596,16.0324668,8.5025852,0.783189,163.8975,68.1405,167.2927,301.9141,260.8665,463.6038,81859.2969,72561.4453,12.8241,1.7714,6.7845,25.3195,1.8033,28.0842,29.7877,1.4966,0.4959,14.4216,15.5673,11.2337,13.9216,11.1372,2.7843,4.458,2.0193152,2.973,0.303756,0.7377164,0.494675,0.7869246,0.109245,0.9570742,3.2847876,4.6234422,6.3260396,8.1887372,8.4459392,8.5670232,8.6602,8.735
"18",132.9191,49.0309,127.3317318,-5.5872742,58.9058284,68.4259,53.6845,4.3825,10.3588,16.7169396,1.2391058,25.9751412,13.7110416,1.2635936,175.0793,71.2021,179.7087,282.7403,259.4679,465.5178,81824.8125,72576.3594,13.3335,1.8415,7.1966,39.9815,2.964,46.6033,49.1989,2.4732,0.8151,22.8049,25.7124,18.6413,24.5154,19.6123,4.9031,0,4.1447738,6.0765,0.4744408,1.8520534,1.1922752,1.1004452,0.1380408,1.569752,3.7366278,4.7310786,6.2430068,8.448624,8.8170846,8.9983848,9.1436,9.2603
"19",161.3561,63.3379,166.9446212,5.5885392,81.6494076,85.2952,66.2546,5.7895,13.2511,21.692079,1.7438908,36.9620246,19.4570076,1.7944088,192.2465,75.6005,197.2367,253.5883,256.9519,465.3829,81775.2344,72590.4219,14.5018,1.9354,7.8068,51.749,4.1599,66.1261,69.6183,3.5021,1.144,29.6059,36.3851,26.4504,31.6689,25.3351,6.3338,0,5.009942,8.6294,1.1422518,1.849999,1.6697398,1.4901994,0.1208034,2.020587,4.653661,5.4437064,6.5619676,8.9511166,9.3325418,9.5168964,9.674,9.8072
"20",144.4569,52.6974,157.5843226,13.127382,71.8126954,85.7716,68.7689,5.5845,11.4182,17.5657872,1.537165,33.4323962,17.6484848,1.6288662,202.9252,78.8314,209.8622,236.5921,255.0616,462.6648,81730.8438,72604.4297,15.6702,2.0389,8.4534,41.4256,3.6247,59.1233,62.42,3.1424,0.9968,23.7809,32.6241,23.6493,26.3487,21.0789,5.2697,0,4.5753848,7.1124,1.275376,0.9447094,2.1818752,1.4488034,0.0130444,1.4860332,4.273477,5.0822836,6.2346584,8.774199,9.174371,9.362,9.5269,9.672
"21",98.0385,30.0216,117.4630916,19.4246244,43.9285204,73.5346,61.5459,4.2693,7.7194,10.2663988,0.9275866,20.7228864,10.996128,1.015516,201.7672,80.0424,214.3361,237.3267,254.4843,460.3612,81703.8438,72615.5625,16.1688,1.7912,7.5347,23.2375,2.0996,35.1668,37.3197,1.8799,0.5774,13.358,19.5058,14.0667,15.0108,12.0086,3.0022,0,2.1163894,2.9491,1.2820418,0.2816064,0.9707888,0.8639996,0.056894,0.0369066,2.9741566,4.1673788,5.5068424,7.9570438,8.3828446,8.5899,8.7671,8.9174
"22",39.2808,7.9681,75.5043076,36.2234816,25.2539104,50.2504,44.7566,2.2237,3.2701,5.964759,0.5225426,11.864135,6.3187178,0.5837626,190.1892,79.075,210.1184,247.4381,254.8352,459.2198,81688.6094,72621.1875,15.5621,1.7643,7.4049,13.1203,1.1491,19.5687,20.8444,1.0504,0.316,7.5322,10.8949,7.8275,3.9841,3.1873,0.7968,0,0.6348508,1.3412,1.2055272,0.2238618,0.0148646,0.3961226,0.0059534,0.1676118,1.593156,3.7073176,5.4332904,7.4222224,7.7965902,7.9793,8.1388,8.2777
"23",8.5185,0,42.483456,33.9649604,17.7982272,24.6852,22.3056,0.6376,1.7421,4.2998136,0.3609162,8.2999126,4.4283708,0.4092128,175.7364,77.1383,202.088,260.2852,255.6483,458.5536,81678.1016,72626.0703,14.4529,1.9367,8.0302,9.9265,0.8331,14.3687,15.3327,0.7728,0.2291,5.6887,8.0141,5.7475,0,0,0,0,0.726779,1.138,0.1841318,0.09897,0.3635652,0.2642468,0.0077974,0.824499,2.4102486,4.4709416,6.0444708,7.3057512,7.5951388,7.7413,7.8683,7.9773
"24",0.9485,0,26.473906,25.5253812,16.8546912,9.6192,8.0807,0.2124,1.326,4.2911542,0.3423416,7.7184588,4.1218008,0.3809372,160.2568,74.8276,192.6569,275.585,256.8169,458.31,81671.5391,72626.0703,15.4796,2.3107,9.4311,9.9544,0.7942,13.4291,14.3428,0.723,0.2184,5.6933,7.4967,5.3716,0,0,0,0,0.4798798,1.0517,0.1776152,0.1279762,0.2179068,0.1339938,0.0079238,1.5207472,3.2015864,5.3721464,6.7936228,7.4788254,7.6414212,7.7278994,7.811,7.8904
"25",1.2877,0,14.1715724,12.8838758,13.6970962,0.4745,0.3878,0.0106,0.076,3.6539658,0.2784654,6.1668814,3.2933906,0.3043994,148.0786,72.8842,184.8525,287.3635,257.8206,458.4102,81665.9141,72626.0703,12.1783,1.9434,7.8044,8.4901,0.647,10.7467,11.4785,0.5787,0.1779,4.8475,5.9996,4.2987,0,0,0,0,0.3865486,0.8339,0.0900766,0.1858736,0.0813446,0.119328,0.010053,1.6783758,3.5830904,5.5825278,7.0611458,7.6741056,7.7846382,7.8425888,7.903,7.965
"26",2.8587,0,13.6548466,10.7961268,13.6457942,0.009,0.0073,2e-04,0.0015,3.7610118,0.2768582,6.069046,3.2394482,0.2994334,136.8257,71.0021,177.407,297.6977,258.7852,458.7184,81660.2891,72626.0703,11.2528,1.882,7.4455,8.6469,0.6365,10.465,11.1717,0.5633,0.175,4.9308,5.8393,4.186,0,0,0,0,0.3611754,0.7033,0.1064314,0.0801568,0.1561592,0.1248566,0.0054074,1.7756636,3.7923306,5.5851068,7.1503664,7.8059678,7.9046266,7.952,8.0028,8.0564
"27",8.4524,0.0012,13.6452152,5.1927924,13.4258292,0.2194,0.1758,0.0056,0.0381,3.7958528,0.271485,5.9134578,3.1535204,0.2915102,126.4286,69.2233,170.4729,306.5836,259.6747,459.1788,81654.6641,72626.0703,10.3977,1.7789,6.9346,8.7114,0.623,10.1784,10.8559,0.5474,0.1713,4.9626,5.6743,4.0714,6e-04,5e-04,1e-04,0,0.3511584,0.6878,0.1204054,0.0725976,0.1506944,0.127863,0.0086522,1.81524,3.8771248,5.6060422,7.185726,7.8830194,7.9881482,8.0363502,8.086,8.1373
"28",20.5847,0.4002,15.2178238,-5.3669016,13.9056,1.3122,1.0845,0.0526,0.1751,4.0119786,0.2803748,6.0772106,3.2368086,0.2992252,117.02,67.451,163.6718,314.0355,260.5584,459.7967,81649.0391,72626.0703,9.6086,1.8124,6.9612,9.3835,0.6557,10.6599,11.3552,0.5726,0.1803,5.3413,5.9353,4.264,0.2001,0.1601,0.04,0,0.514217,0.9082,0.0477224,0.3245262,0.0587098,0.1309794,0.0309994,1.833454,3.8757742,5.593758,7.241543,7.972232,8.0865428,8.1389108,8.1910092,8.2441
"29",59.7924,40.7419,47.6902112,-12.1021936,21.161837,26.5284,20.9543,1.4326,4.1414,6.3597148,0.4377492,9.0880384,4.82979,0.4465464,139.5054,67.4143,163.8743,315.7822,261.0537,461.1688,81638.2266,72629.3438,9.5502,1.7779,6.7631,14.829,1.0207,15.8951,16.8948,0.852,0.2807,8.4366,8.8308,6.358,8.7068,6.9654,1.7414,23.3283,1.1455086,1.5207,0.157008,0.4629668,0.3634798,0.3190586,0.0628442,1.2483842,3.7984986,5.373963,6.98155,8.0991184,8.242139,8.3055574,8.372,8.4452
"30",111.0714,64.3337,99.729293,-11.3420442,47.7950388,51.9343,40.2413,3.1424,8.5506,14.263353,1.0008262,20.6191922,10.9032394,1.0084264,170.784,69.7095,173.3297,301.7393,260.2133,464.0216,81610.2344,72640.625,12.5529,1.8052,6.9469,33.8092,2.3726,36.6578,38.7678,1.9558,0.6525,19.2475,20.264,14.6631,20.5027,16.4021,4.1005,23.3283,2.8573586,4.4756,0.3891952,1.3215602,0.6369002,0.8988948,0.1943614,1.5047486,3.500011,4.6582686,6.3407408,8.3590916,8.6597988,8.8018996,8.9173994,9.0147
"31",143.4387,54.9413,146.0735904,2.6348868,73.998449,72.0751,55.9722,4.6373,11.4657,20.7634454,1.5618876,32.8246392,17.2518904,1.5965898,184.1371,73.3037,187.7532,273.4972,258.0525,465.846,81565.5391,72654.1875,14.1176,1.9,7.5528,50.1972,3.7771,59.5346,62.5789,3.159,1.0387,28.6472,32.711,23.8138,27.4706,21.9765,5.4941,0,5.8200546,8.4263,0.458454,2.8587834,1.5152702,1.4460004,0.0605062,1.6787158,4.3762878,5.246911,6.4893792,8.7926118,9.1674432,9.3535228,9.507697,9.6336
"32",141.2052,51.4991,143.1873432,1.9821956,61.1605816,82.0268,65.4965,5.3638,11.1664,16.068184,1.294661,27.8334546,14.6111328,1.3531456,195.0174,76.558,200.6517,258.9166,256.6471,465.3222,81529.0234,72669.4609,14.8692,1.8955,7.7009,37.4316,3.0159,48.6264,51.0527,2.5789,0.8294,21.4168,26.6869,19.4506,25.7496,20.5996,5.1499,0,3.130436,5.0704,0.964366,0.326407,1.6489174,1.155112,0.00477,1.573522,4.006863,4.8687066,6.1487552,8.539158,8.9427492,9.1405,9.3117,9.4601
"33",100.4474,43.8685,127.2158858,26.7685232,57.673933,69.542,55.9789,4.1337,9.4293,14.3861996,1.2146134,26.718771,14.052152,1.3021946,201.2024,78.9235,209.8012,249.7729,255.5283,463.5192,81494,72683.125,15.7493,2.0214,8.3979,33.5937,2.8361,46.7841,49.2098,2.4874,0.7799,19.2564,25.7242,18.7136,21.9343,17.5474,4.3869,0,3.1494824,5.0709,0.995175,0.398305,1.5963532,1.1548212,0.008217,1.0148182,3.722095,4.5943044,5.8830266,8.270572,8.6843652,8.8891,9.065,9.2144
"34",41.004,11.2865,76.1800896,35.1760868,33.9653232,42.2147,37.3694,1.73,3.1154,8.247611,0.700593,15.8678234,8.372988,0.7763062,191.2279,77.9721,205.6436,254.9024,255.6427,462.0869,81472.6562,72691.7734,15.6179,2.0802,8.6719,19.4733,1.6541,28.0995,29.6548,1.4997,0.4549,11.1652,15.5022,11.2398,5.6433,4.5146,1.1287,0,2.6989056,3.1985,0.2193504,0.8350196,1.0077282,0.8561626,0.0272214,0.7544542,3.2472446,4.2677432,5.6890252,7.7403436,8.1329582,8.3297644,8.4999,8.6444
